 ,Mean1,Mean2,Mean3,Mean4,Mean5,Mean6,Mean7,Mean8,Mean9,Mean10,Mean11,Mean12,Mean13,Mean14
1538,312.022,287.789,298.851,291.356,283.582,276.880,281.942,330.678,308.428,291.128,317.583,306.334,304.110,307.012
1539,311.229,287.991,298.477,291.742,283.527,276.898,282.152,330.178,308.055,290.847,317.230,305.349,303.579,306.538
1540,310.687,287.734,298.460,292.215,283.352,276.990,282.294,329.567,307.247,290.918,316.561,304.462,303.415,305.778
1541,310.356,287.048,298.360,292.611,283.127,277.202,282.392,329.004,306.347,291.148,315.955,304.204,303.147,305.095
1542,309.843,286.423,297.746,292.699,283.055,277.581,282.480,328.545,305.794,291.338,315.550,304.467,302.549,304.679
1543,309.309,286.091,296.844,292.290,283.291,277.948,282.461,328.125,305.649,291.255,315.047,304.616,301.621,304.215
1544,308.968,285.588,296.168,291.717,283.611,278.097,281.985,327.647,305.642,290.909,314.384,304.091,300.889,303.665
1545,308.519,284.891,295.933,291.205,283.772,277.793,281.121,327.004,305.385,290.381,313.564,302.923,300.696,303.085
1546,307.830,284.166,295.753,290.758,283.608,277.131,280.315,326.341,304.939,289.723,312.793,301.568,300.951,302.591
1547,307.009,283.815,295.300,290.270,283.014,276.456,280.180,325.723,304.929,289.047,312.209,300.508,301.244,302.333
1548,306.344,284.009,294.588,289.967,282.121,276.249,280.426,325.129,305.643,288.745,312.114,300.140,301.412,302.656
1549,305.782,284.728,294.228,289.692,281.303,276.503,280.522,324.509,306.969,288.701,312.650,300.683,301.542,303.691
1550,305.243,285.839,294.463,289.338,280.674,276.932,280.225,323.940,308.649,288.584,313.707,301.986,301.704,304.905
1551,304.908,286.915,294.616,288.929,280.323,277.403,279.800,323.454,310.256,288.279,314.989,303.588,301.997,305.912
1552,304.968,287.730,294.127,288.753,280.372,277.819,279.418,323.160,311.519,288.015,316.256,304.989,302.281,306.905
1553,305.206,288.135,293.321,288.841,280.654,278.089,279.401,323.049,312.476,288.097,317.286,306.160,302.490,308.139
1554,305.345,287.987,292.734,288.677,280.888,278.160,279.616,322.990,313.247,288.374,317.833,307.018,302.531,309.367
1555,305.262,287.643,292.460,288.000,280.816,278.141,279.797,322.838,313.830,288.445,317.932,307.352,302.307,310.242
1556,304.902,287.429,292.432,287.061,280.331,278.113,279.645,322.613,314.186,288.277,317.763,307.195,302.148,310.434
1557,304.444,287.501,292.388,286.346,279.527,278.128,279.386,322.490,314.335,287.993,317.817,306.770,302.182,310.298
1558,303.982,287.763,292.293,285.790,278.919,278.217,279.263,322.379,314.316,287.668,318.415,306.547,302.329,310.346
1559,303.561,287.869,292.456,285.210,278.744,278.319,279.115,322.104,314.313,287.078,319.270,306.432,302.364,310.771
1560,303.013,287.501,292.770,284.788,278.870,278.029,278.854,321.665,314.325,286.086,320.038,306.189,302.196,311.048
1561,302.373,286.946,292.813,284.977,278.833,277.673,278.436,321.173,314.303,285.150,320.386,305.784,301.849,310.938
1562,301.796,286.959,292.674,285.422,278.424,277.558,277.812,320.728,314.195,284.818,320.398,305.299,301.334,310.723
1563,301.654,287.763,292.585,285.823,277.963,277.762,277.342,320.276,314.286,285.044,320.310,304.943,300.679,310.508
1564,301.793,288.590,292.273,286.222,277.862,278.047,277.242,319.779,314.789,285.332,320.139,304.811,300.012,310.379
1565,301.867,288.704,291.631,286.846,277.988,278.469,277.340,319.354,315.225,285.268,319.772,304.861,299.663,310.286
1566,301.669,288.146,290.856,287.371,277.974,279.039,277.077,319.127,314.937,284.730,319.077,304.873,299.836,310.289
1567,301.398,287.503,290.271,287.154,277.617,279.594,276.351,319.037,313.871,284.055,318.352,304.715,300.385,310.286
1568,301.181,286.952,289.873,286.205,277.081,279.961,275.608,318.909,312.637,283.498,317.932,304.269,300.878,310.005
1569,300.762,286.508,289.640,285.104,276.562,279.969,275.248,318.626,311.785,283.038,317.838,303.512,300.838,309.506
1570,300.008,286.176,289.801,284.225,276.219,279.529,275.211,318.211,311.407,282.529,317.826,302.861,300.186,309.141
1571,299.138,285.946,290.060,283.581,276.049,278.890,275.653,317.657,311.358,282.044,317.619,302.402,299.329,308.988
1572,298.568,285.741,290.026,282.884,276.017,278.544,276.317,316.962,311.426,281.772,317.133,301.938,298.721,308.834
1573,298.501,285.473,289.597,282.131,276.196,278.288,276.868,316.284,311.404,281.812,316.516,301.538,298.459,308.594
1574,298.746,285.176,288.902,281.679,276.323,278.081,277.067,315.731,311.130,281.706,315.896,301.382,298.156,308.289
1575,298.973,284.924,288.058,281.745,276.331,277.995,277.063,315.353,310.761,281.434,315.311,301.222,297.555,308.012
1576,299.019,284.464,287.422,282.154,276.239,277.963,277.173,314.996,310.588,281.359,314.813,300.551,296.825,307.792
1577,298.760,283.778,287.422,282.457,276.202,277.887,277.209,314.711,310.693,281.577,314.415,299.560,296.260,307.515
1578,298.264,283.146,288.010,282.578,276.187,277.806,277.238,314.549,310.530,281.770,314.068,298.669,295.908,306.993
1579,297.603,282.848,288.794,282.581,275.963,278.024,277.299,314.414,309.742,281.706,313.477,298.092,295.575,306.016
1580,296.988,282.965,289.293,282.692,275.651,278.390,277.395,314.220,308.629,281.498,312.626,297.864,295.056,304.919
1581,296.452,283.222,289.367,282.790,275.548,278.636,277.169,313.876,307.657,281.203,311.802,297.801,294.523,304.106
1582,295.908,283.264,288.940,282.578,275.539,278.513,276.587,313.385,306.907,280.549,311.277,297.666,294.127,303.644
1583,295.405,282.882,288.259,281.876,275.646,277.838,275.967,312.715,306.149,279.418,310.981,297.245,293.881,303.319
1584,295.066,282.290,287.585,281.023,275.775,276.987,275.718,311.979,305.421,278.188,310.497,296.574,293.901,302.931
1585,294.949,281.691,287.079,280.545,275.911,276.385,275.718,311.437,305.121,277.383,309.996,295.858,294.089,302.762
1586,294.959,281.294,286.595,280.568,275.865,276.194,275.758,311.220,305.294,277.257,309.622,295.411,294.258,302.734
1587,294.860,281.022,285.902,280.851,275.605,276.309,275.856,311.147,305.494,277.628,309.489,294.968,294.296,302.783
1588,294.540,280.769,285.427,280.942,275.037,276.618,276.061,311.034,305.445,278.016,309.372,294.181,294.223,302.630
1589,294.086,280.340,285.379,280.727,274.553,276.890,276.190,310.779,305.077,278.022,309.148,293.112,294.122,302.238
1590,293.421,279.874,285.683,280.283,274.458,276.906,276.065,310.514,304.555,277.549,308.895,292.218,293.988,301.885
1591,292.587,279.697,285.722,280.071,274.637,276.793,275.756,310.295,304.060,277.022,308.743,291.733,293.673,302.042
1592,291.977,279.987,285.338,280.134,274.712,276.683,275.591,310.103,303.791,276.887,308.752,291.660,293.096,302.834
1593,292.036,280.481,284.659,280.389,274.631,276.544,275.797,309.935,303.767,277.115,308.743,291.746,292.414,303.568
1594,292.483,280.686,284.156,280.720,274.501,276.149,276.299,309.844,303.984,277.473,308.484,291.843,291.823,303.737
1595,292.608,280.553,284.180,280.967,274.311,275.398,276.810,309.760,304.220,277.710,308.115,291.782,291.430,303.425
1596,292.317,280.150,284.799,280.967,274.035,274.495,277.102,309.746,304.303,277.788,307.863,291.580,291.026,303.060
1597,291.981,279.610,285.422,280.745,273.801,273.995,277.086,309.770,304.215,277.772,307.859,291.257,290.388,302.813
1598,291.870,279.192,285.734,280.399,273.870,274.361,276.827,309.683,303.942,277.502,307.902,290.934,289.667,302.797
1599,291.766,279.133,285.597,279.962,273.928,275.115,276.520,309.373,303.695,276.991,307.965,290.760,289.118,303.199
1600,291.493,279.170,285.017,279.470,273.968,275.626,276.267,308.757,303.536,276.380,307.644,290.595,288.971,303.875
1601,291.054,278.959,284.094,279.053,273.856,276.024,276.021,307.971,303.470,275.708,307.078,290.240,289.153,304.552
1602,290.852,278.566,283.237,278.876,273.568,276.322,275.635,307.393,303.253,275.199,306.458,289.912,289.212,305.055
1603,291.022,278.320,282.921,278.861,273.300,276.387,275.127,307.233,302.643,275.033,306.067,289.807,288.727,305.554
1604,291.132,278.336,283.012,278.538,273.265,276.076,274.754,307.348,301.888,275.173,305.871,289.778,287.951,305.979
1605,290.718,278.606,283.077,278.086,273.617,275.607,274.578,307.333,301.357,275.068,305.814,289.571,287.511,306.055
1606,289.883,278.943,282.923,278.038,274.184,275.212,274.549,306.961,301.148,274.420,305.871,289.150,287.615,305.450
1607,289.249,279.115,282.767,278.369,274.798,274.832,274.662,306.385,301.160,273.759,305.889,288.801,287.903,304.568
1608,289.179,278.922,282.734,278.682,275.144,274.798,274.793,306.024,301.116,273.754,305.758,288.687,287.997,304.148
1609,289.401,278.488,282.686,278.351,275.020,275.131,275.046,306.038,301.233,274.374,305.690,288.526,287.768,304.499
1610,289.503,278.017,282.578,277.641,274.657,275.469,275.213,306.220,301.429,275.135,305.640,287.914,287.445,305.113
1611,289.181,277.510,282.631,277.126,274.317,275.259,275.276,306.282,301.618,275.672,305.268,286.795,287.207,305.427
1612,288.549,277.142,282.710,276.927,273.902,274.683,275.257,306.084,301.807,275.814,304.405,285.704,287.084,305.367
1613,287.973,277.242,282.683,277.202,273.571,274.246,275.468,305.721,301.849,275.465,303.423,285.236,286.781,305.023
1614,287.798,277.756,282.472,277.616,273.729,274.259,275.994,305.367,301.824,274.907,302.849,285.390,286.226,304.517
1615,287.798,278.501,282.240,277.715,274.300,274.791,276.453,305.125,301.664,274.562,302.740,285.766,285.670,304.173
1616,287.659,279.052,282.117,277.614,274.470,275.283,276.380,304.935,301.192,274.589,302.773,285.918,285.371,303.912
1617,287.457,279.122,281.854,277.694,274.239,275.107,275.522,304.768,300.204,274.748,302.626,285.860,285.175,303.499
1618,287.478,278.505,281.338,277.725,274.210,274.220,274.597,304.511,299.017,274.823,302.110,285.702,284.967,302.928
1619,287.737,277.353,280.789,277.465,274.548,273.238,274.290,304.027,298.063,274.611,301.491,285.569,284.649,302.430
1620,287.957,276.285,280.293,277.025,274.634,272.592,274.585,303.502,297.715,274.157,301.075,285.249,284.289,302.192
1621,287.837,275.882,279.794,276.944,273.974,272.118,275.194,303.122,297.860,273.547,300.847,284.858,283.786,301.905
1622,287.515,276.144,279.317,277.237,272.775,271.793,275.528,302.991,298.248,273.053,300.617,284.643,283.218,301.326
1623,287.083,276.508,278.990,277.586,271.876,271.812,275.497,303.042,298.505,272.755,300.252,284.674,282.997,300.617
1624,286.621,276.536,278.859,277.561,271.398,272.042,275.273,303.132,298.307,272.582,299.755,284.755,283.453,300.143
1625,286.171,276.203,279.312,277.199,271.340,272.170,275.121,303.227,297.800,272.312,299.247,284.624,284.388,300.245
1626,285.834,275.688,280.300,276.932,271.455,272.456,275.240,303.296,297.423,271.781,298.966,284.249,285.205,300.693
1627,285.672,275.200,281.331,276.902,271.839,273.199,275.511,303.216,297.333,271.288,298.958,283.872,285.312,301.125
1628,285.770,274.885,281.693,276.664,272.573,273.995,275.658,302.992,297.149,270.984,299.113,283.764,284.751,301.127
1629,286.065,274.725,281.458,276.104,273.242,274.293,275.560,302.747,296.557,270.657,299.147,283.973,283.944,300.903
1630,286.230,274.553,281.041,275.727,273.513,273.906,275.355,302.549,295.866,270.356,298.951,284.347,283.263,300.640
1631,286.218,274.224,280.556,275.833,273.409,273.272,275.169,302.362,295.421,270.547,298.581,284.403,282.758,300.441
1632,286.234,273.932,279.871,276.379,273.173,273.123,274.800,302.179,295.341,271.115,298.300,283.876,282.481,300.222
1633,286.374,273.948,279.144,277.051,273.017,273.505,274.342,302.002,295.401,271.582,298.267,283.009,282.441,300.018
1634,286.466,274.508,278.990,277.563,272.836,273.990,273.996,301.803,295.469,271.557,298.335,282.319,282.633,299.945
1635,286.257,275.431,279.657,277.985,272.738,274.298,274.021,301.651,295.528,271.172,298.354,281.921,283.197,299.949
1636,285.911,276.087,280.520,278.275,272.723,274.364,274.390,301.573,295.373,270.790,298.293,281.665,283.884,300.256
1637,285.659,275.728,280.818,278.222,272.769,274.317,274.710,301.497,295.075,270.670,298.260,281.450,284.138,300.774
1638,285.415,274.658,280.427,277.740,272.700,274.055,274.818,301.246,294.778,270.925,298.284,281.372,283.430,301.351
1639,285.059,273.678,279.854,276.886,272.216,273.403,274.823,300.911,294.580,271.383,298.178,281.403,282.182,301.557
1640,284.697,273.364,279.487,275.808,271.749,272.733,274.864,300.654,294.561,271.785,297.815,281.494,281.167,301.404
1641,284.564,273.475,279.206,275.030,271.726,272.490,274.942,300.597,294.714,272.068,297.203,281.453,280.788,301.055
1642,284.663,273.678,279.060,274.972,272.372,272.654,274.762,300.579,294.904,272.188,296.787,281.189,280.912,300.771
1643,284.798,273.865,279.031,275.306,272.991,272.961,274.424,300.525,295.186,272.000,296.759,280.689,281.319,300.751
1644,284.792,274.004,278.935,275.366,273.029,272.979,274.407,300.448,295.610,271.418,296.948,280.207,281.633,300.952
1645,284.630,274.076,278.638,275.119,272.813,272.571,274.914,300.303,295.965,270.648,297.022,280.015,281.789,301.203
1646,284.461,273.895,278.211,274.922,272.775,272.068,275.397,300.039,295.937,270.173,296.803,280.054,281.852,301.252
1647,284.480,273.471,278.005,274.992,272.983,271.602,275.150,299.711,295.569,270.020,296.331,280.325,281.890,300.868
1648,284.545,273.109,278.096,275.083,272.965,271.338,274.434,299.456,295.145,269.834,295.744,280.692,281.822,300.406
1649,284.526,273.100,278.233,275.273,272.487,271.099,273.871,299.332,294.887,269.381,295.229,280.773,281.567,300.002
1650,284.299,273.044,278.211,275.614,271.827,270.864,273.860,299.279,294.822,268.878,294.768,280.554,281.129,299.610
1651,283.991,272.645,278.194,275.886,271.726,270.895,274.069,299.312,294.838,268.748,294.318,280.255,280.678,298.991
1652,283.720,272.059,278.312,276.003,272.147,271.312,274.098,299.466,294.780,268.856,293.826,279.967,280.366,298.323
1653,283.552,272.009,278.693,275.879,272.689,272.029,274.002,299.742,294.770,268.849,293.395,279.467,280.147,298.109
1654,283.586,272.715,279.403,275.359,272.922,272.573,273.958,299.876,294.797,268.465,293.272,278.858,279.919,298.517
1655,283.834,273.471,279.998,274.667,272.804,273.013,273.994,299.626,294.774,268.071,293.276,278.511,279.879,299.046
1656,284.134,273.560,279.844,274.338,272.562,273.382,274.052,299.080,294.597,268.248,293.176,278.355,280.123,299.088
1657,284.230,273.320,278.902,274.652,272.303,273.681,274.065,298.563,294.198,268.993,292.805,278.216,280.419,298.494
1658,283.992,273.344,277.825,275.641,272.078,273.594,274.102,298.366,293.744,269.737,292.387,278.042,280.510,297.681
1659,283.530,273.675,277.237,276.586,271.937,272.979,274.315,298.413,293.645,270.015,292.157,278.080,280.290,296.965
1660,283.199,273.928,277.163,276.639,271.983,272.086,274.587,298.386,293.822,269.861,292.072,278.202,280.066,296.464
1661,282.978,274.000,277.312,275.601,272.081,271.243,274.841,298.186,293.984,269.493,292.064,277.888,280.090,296.219
1662,282.769,273.987,277.321,274.402,271.983,270.615,275.075,297.894,293.780,269.046,292.142,277.202,280.115,296.189
1663,282.424,273.915,277.393,273.997,271.810,270.353,275.209,297.614,293.434,268.748,292.369,276.798,279.742,296.321
1664,282.289,273.499,277.763,274.242,271.689,270.238,275.165,297.460,293.302,268.624,292.860,277.000,279.184,296.561
1665,282.413,272.865,278.386,274.561,271.758,270.126,274.954,297.550,293.308,268.500,293.330,277.639,278.823,296.737
1666,282.644,272.601,278.918,274.657,272.127,270.181,274.543,297.780,293.145,268.310,293.505,278.068,278.867,296.663
1667,282.632,272.767,279.115,274.717,272.793,270.411,274.144,297.836,292.816,268.153,293.235,277.980,279.042,296.441
1668,282.400,272.922,278.986,274.712,273.023,270.314,274.117,297.541,292.462,267.996,292.743,277.668,278.942,296.395
1669,282.186,272.747,278.667,274.538,272.360,269.916,274.587,297.086,292.230,267.825,292.238,277.752,278.421,296.691
1670,282.153,272.647,278.204,274.348,271.219,269.746,275.157,296.752,292.151,267.693,291.831,278.230,277.789,297.383
1671,282.276,273.078,277.871,274.394,270.326,270.120,275.578,296.645,292.256,267.473,291.565,278.668,277.422,298.120
1672,282.492,273.771,278.055,274.629,269.937,270.874,275.528,296.689,292.403,267.122,291.537,278.835,277.366,298.552
1673,282.660,274.002,278.688,274.934,269.968,271.296,274.990,296.718,292.370,266.710,291.681,278.739,277.515,298.305
1674,282.671,273.601,279.022,275.088,270.320,271.134,274.303,296.635,292.314,266.673,291.813,278.424,277.879,297.598
1675,282.595,272.941,278.875,274.942,270.790,270.482,273.848,296.461,292.206,267.276,291.904,277.864,278.323,296.979
1676,282.451,272.379,278.446,274.571,271.130,269.940,273.664,296.338,292.211,268.119,292.054,277.285,278.752,296.760
1677,282.224,272.222,278.067,274.366,271.147,269.555,273.524,296.222,292.358,268.573,292.282,276.828,279.115,297.021
1678,282.036,272.349,277.760,274.636,271.317,269.154,273.534,296.113,292.436,268.484,292.403,276.677,279.360,297.388
1679,281.889,272.412,277.614,275.202,271.977,268.911,273.587,295.958,292.204,268.104,292.356,276.751,279.427,297.219
1680,281.778,272.279,277.760,275.646,272.585,269.136,273.626,295.860,291.959,267.673,292.300,276.917,279.267,296.527
1681,281.635,272.113,278.024,275.710,272.556,269.788,273.482,295.725,291.936,267.332,292.391,277.196,278.927,295.972
1682,281.319,272.187,277.883,275.444,272.135,270.387,273.319,295.578,292.074,266.931,292.566,277.424,278.568,295.977
1683,281.022,272.656,277.312,275.018,271.974,270.461,273.248,295.367,292.138,266.672,292.675,277.437,278.345,296.339
